project_id,project_name,project_type,business_unit,methodology,priority_level,planned_budget_usd,actual_cost_usd,cost_variance_percent,schedule_variance_percent,schedule_variance_days,spi,cpi,planned_value_usd,earned_value_usd,completed_tasks_percent,open_risks_count,open_issues_count,scope_changes_count,resource_utilization_percent,stakeholder_sentiment_score,risk_score,status,recovery_priority,expected_recovery_timeline,recommended_action,start_date,planned_end_date,forecast_end_date
PRJ-0438,Identity Access Management 438,Identity Access Management,Customer Experience,Waterfall,Medium,100742,103834.78,3.07,2.76,2,0.98,1.07,98727.16,96752.62,98,2,1,0,77,5.0,14.27,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-05-24,2025-09-09,2025-09-11
PRJ-0439,Network Modernization 439,Network Modernization,Enterprise PMO,Agile,Medium,980652,1049297.64,7.0,8.77,24,0.89,0.9,745295.52,663313.01,76,8,8,3,83,3.5,80.1,Red,Critical,6-8 weeks,Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-03-07,2025-07-08,2025-08-01
PRJ-0440,Infrastructure Refresh 440,Infrastructure Refresh,Enterprise PMO,Waterfall,Critical,725307,781373.23,7.73,12.78,16,0.91,0.94,398918.85,363016.15,55,7,8,2,87,3.4,85.89,Red,Critical,6-8 weeks,Create issue war-room and assign owners,2025-05-21,2026-03-15,2026-03-31
PRJ-0441,Cybersecurity Program 441,Cybersecurity Program,Marketing,Hybrid,Medium,620911,660773.49,6.42,15.18,22,0.87,0.88,403592.15,351125.17,65,4,7,2,93,3.2,86.14,Red,Critical,6-8 weeks,Add temporary resources or rebalance workload,2025-02-08,2025-12-11,2026-01-02
PRJ-0442,License Optimization 442,License Optimization,Procurement,Agile,Medium,352849,374902.06,6.25,10.32,8,0.91,0.91,229351.85,208710.18,65,6,4,2,89,3.2,74.22,Red,High,6-8 weeks,,2026-03-03,2026-11-22,2026-11-30
PRJ-0443,ERP Implementation 443,ERP Implementation,Customer Experience,Hybrid,Medium,709108,723006.52,1.96,3.35,7,1.01,0.98,560195.32,565797.27,79,0,3,1,84,4.1,27.31,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-02-01,2025-07-06,2025-07-13
PRJ-0444,Identity Access Management 444,Identity Access Management,IT,Agile,High,790477,770319.84,-2.55,-1.63,3,1.01,1.05,719334.07,726527.41,91,1,0,1,74,4.5,9.5,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-11-14,2026-09-19,2026-09-22
PRJ-0445,Digital Workplace Rollout 445,Digital Workplace Rollout,Finance,Agile,Critical,1102267,1219658.44,10.65,11.88,11,0.85,0.91,628292.19,534048.36,57,8,4,3,92,3.5,90.42,Red,Critical,6-8 weeks,Escalate high-priority risks to steering committee; Add temporary resources or rebalance workload,2025-08-04,2026-05-02,2026-05-13
PRJ-0446,Network Modernization 446,Network Modernization,Enterprise PMO,Agile,Medium,276859,296654.42,7.15,11.85,24,0.95,0.92,177189.76,168330.27,64,8,7,3,84,3.4,84.19,Red,Critical,6-8 weeks,Escalate high-priority risks to steering committee,2025-05-30,2026-02-19,2026-03-15
PRJ-0447,Customer Portal Revamp 447,Customer Portal Revamp,IT,Hybrid,High,328918,332404.53,1.06,3.85,-3,1.01,0.99,276291.12,279054.03,84,1,0,1,68,4.7,14.18,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-11-04,2026-09-29,2026-09-29
PRJ-0448,Mobile App Development 448,Mobile App Development,Enterprise PMO,Hybrid,Medium,424582,417364.11,-1.7,1.18,-3,1.02,1.09,416090.36,424412.17,98,1,1,1,81,4.2,16.53,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-01-12,2026-12-14,2026-12-14
PRJ-0449,Mobile App Development 449,Mobile App Development,Risk & Compliance,Agile,Medium,1771765,2058613.75,16.19,25.23,60,0.63,0.67,655553.05,412998.42,37,14,8,5,95,1.8,160.33,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-04-23,2025-10-19,2025-12-18
PRJ-0450,Infrastructure Refresh 450,Infrastructure Refresh,Operations,Agile,High,102536,100905.68,-1.59,-0.17,-2,0.96,1.05,92282.4,88591.1,90,0,2,0,71,4.5,8.0,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-02-19,2026-11-25,2026-11-25
PRJ-0451,Customer Portal Revamp 451,Customer Portal Revamp,Operations,Waterfall,Critical,2069145,2745548.5,32.69,18.5,34,0.8,0.63,765583.65,612466.92,37,12,16,8,97,1.9,192.78,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-11-22,2026-09-27,2026-10-31
PRJ-0452,License Optimization 452,License Optimization,IT,Hybrid,High,1483891,1943897.21,31.0,24.54,28,0.74,0.66,489684.03,362366.18,33,16,11,10,93,2.6,194.6,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-03-27,2025-07-28,2025-08-25
PRJ-0453,Vendor Management Platform 453,Vendor Management Platform,Risk & Compliance,Hybrid,High,602807,609739.28,1.15,-0.75,2,1.02,1.03,560610.51,571822.72,93,3,2,2,74,4.6,22.08,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-04-17,2025-08-03,2025-08-05
PRJ-0454,License Optimization 454,License Optimization,Procurement,Hybrid,Medium,525668,547272.95,4.11,2.0,2,0.99,0.97,420534.4,416329.06,80,2,3,2,73,4.2,30.93,Amber,Low,2-4 weeks,,2025-08-27,2025-12-16,2025-12-18
PRJ-0455,Vendor Management Platform 455,Vendor Management Platform,Enterprise PMO,Agile,Medium,465364,481372.52,3.44,0.22,3,0.96,1.02,400213.04,384204.52,86,0,2,0,71,4.8,10.01,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-10-07,2026-09-24,2026-09-27
PRJ-0456,CRM Modernization 456,CRM Modernization,Sales,Waterfall,Low,120140,121785.92,1.37,0.34,7,1.0,1.0,118938.6,118938.6,99,2,1,2,81,5.0,16.19,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-01-05,2025-08-16,2025-08-23
PRJ-0457,AI Adoption Program 457,AI Adoption Program,Sales,Waterfall,High,505468,523513.21,3.57,3.3,-3,1.02,1.03,414483.76,422773.44,82,3,1,0,68,4.5,22.07,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-10-28,2026-10-17,2026-10-17
PRJ-0458,DevOps Enablement 458,DevOps Enablement,HR,Hybrid,Medium,806565,916338.5,13.61,10.29,21,0.86,0.89,580726.8,499425.05,72,4,5,3,91,3.8,80.41,Red,Critical,6-8 weeks,,2026-01-13,2026-09-16,2026-10-07
PRJ-0459,Cloud Migration 459,Cloud Migration,HR,Waterfall,High,519507,521636.98,0.41,3.27,5,1.0,1.04,498726.72,498726.72,96,0,1,0,72,4.6,9.94,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-07-15,2026-05-01,2026-05-06
PRJ-0460,Procurement Automation 460,Procurement Automation,Risk & Compliance,Agile,Medium,424815,431442.11,1.56,1.16,1,0.97,0.97,403574.25,391467.02,95,1,0,2,81,4.5,16.98,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-04-12,2025-10-14,2025-10-15
PRJ-0461,CRM Modernization 461,CRM Modernization,Risk & Compliance,Agile,Medium,296757,326699.78,10.09,9.69,8,0.86,0.93,201794.76,173543.49,68,7,4,2,84,3.5,72.6,Red,High,6-8 weeks,,2026-01-16,2026-12-16,2026-12-24
PRJ-0462,CRM Modernization 462,CRM Modernization,Risk & Compliance,Waterfall,Critical,295667,294129.53,-0.52,3.73,7,1.02,1.04,257230.29,262374.9,87,1,3,1,68,4.0,24.35,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-08-17,2026-01-27,2026-02-03
PRJ-0463,CRM Modernization 463,CRM Modernization,Risk & Compliance,Hybrid,Medium,676879,704157.22,4.03,1.22,6,0.96,0.97,663341.42,636807.76,98,3,2,2,84,4.8,29.92,Amber,Low,2-4 weeks,,2025-11-10,2026-08-27,2026-09-02
PRJ-0464,ITSM Transformation 464,ITSM Transformation,Risk & Compliance,Agile,Critical,1110135,1215153.77,9.46,12.59,11,0.88,0.94,688283.7,605689.66,62,5,5,4,92,3.8,85.02,Red,Critical,6-8 weeks,Add temporary resources or rebalance workload,2025-09-10,2026-03-30,2026-04-10
PRJ-0465,Business Intelligence Dashboard 465,Business Intelligence Dashboard,Marketing,Agile,Medium,1207792,1363597.17,12.9,9.26,22,0.86,0.86,676363.52,581672.63,56,7,3,2,92,3.6,81.42,Red,Critical,6-8 weeks,Add temporary resources or rebalance workload,2025-07-15,2026-06-06,2026-06-28
PRJ-0466,Mobile App Development 466,Mobile App Development,Risk & Compliance,Waterfall,Medium,200253,205599.76,2.67,-1.04,7,1.05,1.03,160202.4,168212.52,80,0,1,2,76,4.1,18.4,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-03-07,2026-10-25,2026-11-01
PRJ-0467,ITSM Transformation 467,ITSM Transformation,Operations,Waterfall,High,210182,212872.33,1.28,0.74,-2,1.04,0.96,180756.52,187986.78,86,1,3,1,67,4.2,20.4,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-12-12,2026-03-29,2026-03-29
PRJ-0468,DevOps Enablement 468,DevOps Enablement,Procurement,Agile,Low,1246547,1393265.58,11.77,13.16,11,0.88,0.87,698066.32,614298.36,56,8,3,2,94,3.3,92.23,Red,Critical,6-8 weeks,Escalate high-priority risks to steering committee; Add temporary resources or rebalance workload,2025-05-08,2025-11-17,2025-11-28
PRJ-0469,Customer Portal Revamp 469,Customer Portal Revamp,Procurement,Agile,Low,95267,94981.2,-0.3,-0.65,7,0.97,1.09,77166.27,74851.28,81,1,1,0,75,4.5,8.5,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-06-15,2026-02-27,2026-03-06
PRJ-0470,DevOps Enablement 470,DevOps Enablement,Procurement,Hybrid,Critical,528665,517933.1,-2.03,-0.5,2,1.0,0.96,518091.7,518091.7,98,2,0,1,68,4.5,12.0,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-12-03,2026-04-05,2026-04-07
PRJ-0471,Infrastructure Refresh 471,Infrastructure Refresh,Enterprise PMO,Agile,Low,396181,408621.08,3.14,1.5,-2,1.05,1.07,380333.76,399350.45,96,1,2,0,81,4.3,18.92,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-12-14,2026-09-28,2026-09-28
PRJ-0472,Data Warehouse Migration 472,Data Warehouse Migration,Customer Experience,Agile,High,1161100,1237848.71,6.61,6.18,22,0.88,0.91,719882.0,633496.16,62,8,7,2,85,3.0,77.47,Red,Critical,6-8 weeks,Escalate high-priority risks to steering committee,2025-06-08,2025-11-08,2025-11-30
PRJ-0473,License Optimization 473,License Optimization,Risk & Compliance,Hybrid,High,472716,477395.89,0.99,-0.59,3,0.98,0.97,458534.52,449363.83,97,3,2,0,70,4.3,18.29,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-09-24,2026-01-12,2026-01-15
PRJ-0474,Business Intelligence Dashboard 474,Business Intelligence Dashboard,Sales,Hybrid,Medium,868753,939817.0,8.18,11.39,15,0.93,0.92,538626.86,500922.98,62,8,6,4,84,3.4,85.82,Red,Critical,6-8 weeks,Escalate high-priority risks to steering committee,2025-02-03,2025-05-07,2025-05-22
PRJ-0475,Network Modernization 475,Network Modernization,Finance,Waterfall,Low,1106560,1310056.38,18.39,20.99,60,0.79,0.81,442624.0,349672.96,40,10,14,10,99,1.9,178.06,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-05-06,2025-11-13,2026-01-12
PRJ-0476,Business Intelligence Dashboard 476,Business Intelligence Dashboard,Operations,Hybrid,Medium,1482957,1598775.94,7.81,14.62,23,0.85,0.95,993581.19,844544.01,67,7,4,5,89,3.4,91.58,Red,Critical,6-8 weeks,Freeze non-critical scope changes,2026-01-25,2026-12-02,2026-12-25
PRJ-0477,Data Warehouse Migration 477,Data Warehouse Migration,HR,Agile,Medium,1509262,1921441.45,27.31,20.51,36,0.66,0.71,815001.48,537900.98,54,13,14,9,99,1.6,195.03,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2026-01-02,2026-06-10,2026-07-16
PRJ-0478,Network Modernization 478,Network Modernization,Procurement,Agile,Medium,605021,622203.6,2.84,0.62,3,1.07,1.09,538468.69,576161.5,89,3,3,1,82,5.0,22.91,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-07-29,2025-12-02,2025-12-05
PRJ-0479,ERP Implementation 479,ERP Implementation,Finance,Agile,High,537491,562538.08,4.66,3.4,2,1.02,1.03,478366.99,487934.33,89,0,3,1,69,4.2,25.41,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-02-21,2026-06-08,2026-06-10
PRJ-0480,Customer Portal Revamp 480,Customer Portal Revamp,IT,Hybrid,High,557595,582965.57,4.55,-0.97,0,1.03,1.09,462803.85,476687.97,83,0,0,0,82,4.7,10.06,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-07-23,2026-05-05,2026-05-05
PRJ-0481,Data Governance Program 481,Data Governance Program,Finance,Hybrid,Medium,527607,522436.45,-0.98,0.12,5,1.04,1.01,459018.09,477378.81,87,3,0,0,82,4.6,13.06,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2026-02-21,2026-11-14,2026-11-19
PRJ-0482,Data Warehouse Migration 482,Data Warehouse Migration,Sales,Hybrid,Critical,403066,391175.55,-2.95,-0.82,4,0.96,0.97,366790.06,352118.46,91,3,2,2,75,4.2,23.9,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-04-06,2026-01-12,2026-01-16
PRJ-0483,Data Warehouse Migration 483,Data Warehouse Migration,Procurement,Hybrid,High,674639,698318.83,3.51,-0.7,-3,1.05,1.07,566696.76,595031.6,84,2,3,1,82,4.9,21.21,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-11-22,2026-04-16,2026-04-16
PRJ-0484,ITSM Transformation 484,ITSM Transformation,Finance,Agile,Medium,438772,426661.89,-2.76,-0.36,4,1.04,0.97,346629.88,360495.08,79,2,0,2,80,4.8,12.6,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-02-19,2025-06-10,2025-06-14
PRJ-0485,Procurement Automation 485,Procurement Automation,Marketing,Hybrid,Medium,358749,374749.21,4.46,1.31,2,1.03,1.01,355161.51,365816.36,99,2,2,0,73,4.7,18.45,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-11-09,2026-08-19,2026-08-21
PRJ-0486,ERP Implementation 486,ERP Implementation,Customer Experience,Waterfall,High,501326,515363.13,2.8,4.22,-1,0.96,0.98,471246.44,452396.58,94,2,1,1,76,4.6,22.05,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-09-21,2026-08-20,2026-08-20
PRJ-0487,Business Intelligence Dashboard 487,Business Intelligence Dashboard,Procurement,Agile,High,1601335,1862672.87,16.32,25.28,27,0.82,0.77,848707.55,695940.19,53,12,17,8,98,2.5,180.25,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-06-28,2025-11-06,2025-12-03
PRJ-0488,Business Intelligence Dashboard 488,Business Intelligence Dashboard,HR,Waterfall,Critical,1864213,2266510.17,21.58,21.49,34,0.8,0.8,1062601.41,850081.13,57,9,10,8,93,1.9,159.43,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-03-28,2026-02-20,2026-03-26
PRJ-0489,Identity Access Management 489,Identity Access Management,Finance,Hybrid,High,258711,266549.94,3.03,2.62,-2,0.97,1.1,201794.58,195740.74,78,1,2,1,70,4.2,22.94,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-12-07,2026-07-16,2026-07-16
PRJ-0490,Network Modernization 490,Network Modernization,Finance,Hybrid,Critical,1181712,1262186.59,6.81,12.92,15,0.94,0.92,874466.88,821998.87,74,4,8,4,88,3.8,81.37,Red,Critical,6-8 weeks,Create issue war-room and assign owners,2025-12-01,2026-09-12,2026-09-27
PRJ-0491,DevOps Enablement 491,DevOps Enablement,Risk & Compliance,Waterfall,Medium,171939,168311.09,-2.11,0.38,6,1.07,1.06,139270.59,149019.53,81,2,1,1,74,4.6,13.69,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-06-09,2025-09-07,2025-09-13
PRJ-0492,ERP Implementation 492,ERP Implementation,Enterprise PMO,Hybrid,High,1590679,2078222.11,30.65,35.34,33,0.72,0.74,620364.81,446662.66,39,10,14,5,100,2.7,191.12,Red,Critical,6-8 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-03-16,2025-11-22,2025-12-25
PRJ-0493,AI Adoption Program 493,AI Adoption Program,Procurement,Hybrid,Medium,455913,513905.13,12.72,14.49,9,0.91,0.87,351053.01,319458.24,77,4,5,5,92,3.7,92.7,Red,Critical,6-8 weeks,Add temporary resources or rebalance workload; Freeze non-critical scope changes,2025-05-30,2026-05-08,2026-05-17
PRJ-0494,Payment Platform Upgrade 494,Payment Platform Upgrade,IT,Waterfall,Medium,591687,672333.94,13.63,15.34,15,0.92,0.85,485183.34,446368.67,82,5,6,5,86,3.9,91.2,Red,Critical,6-8 weeks,Freeze non-critical scope changes,2025-01-12,2025-07-02,2025-07-17
PRJ-0495,DevOps Enablement 495,DevOps Enablement,Risk & Compliance,Agile,High,1891494,2334671.04,23.43,29.14,43,0.66,0.81,1134896.4,749031.62,60,15,9,6,97,2.6,177.4,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-12-30,2026-04-26,2026-06-08
PRJ-0496,AI Adoption Program 496,AI Adoption Program,HR,Hybrid,High,585876,581950.63,-0.67,-0.99,0,1.06,0.99,574158.48,608607.99,98,0,2,2,80,4.1,17.2,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-07-12,2025-12-24,2025-12-24
PRJ-0497,Business Intelligence Dashboard 497,Business Intelligence Dashboard,Operations,Waterfall,Low,1003434,1344200.19,33.96,19.7,57,0.75,0.74,341167.56,255875.67,34,15,11,5,93,1.8,180.76,Red,Critical,8-12 weeks,Rebaseline project schedule; Review budget burn and cost controls; Escalate high-priority risks to steering committee; Create issue war-room and assign owners,2025-06-04,2026-05-10,2026-07-06
PRJ-0498,Digital Workplace Rollout 498,Digital Workplace Rollout,Operations,Hybrid,Medium,337928,381858.64,13.0,14.65,20,0.87,0.91,223032.48,194038.26,66,4,3,2,83,3.1,75.14,Red,Critical,6-8 weeks,,2025-04-26,2026-04-11,2026-05-01
PRJ-0499,Cloud Migration 499,Cloud Migration,Enterprise PMO,Hybrid,High,179146,185147.39,3.35,-0.73,4,1.08,1.06,155857.02,168325.58,87,1,0,1,64,4.7,11.92,Green,Low,No recovery needed,Continue monitoring project KPIs and maintain current delivery cadence,2025-04-05,2026-04-05,2026-04-09
PRJ-0500,Payment Platform Upgrade 500,Payment Platform Upgrade,IT,Agile,High,1261674,1392888.1,10.4,11.19,11,0.92,0.86,958872.24,882162.46,76,4,4,3,82,3.5,68.23,Red,High,6-8 weeks,,2025-03-04,2025-11-09,2025-11-20
